record_index,IF_anomaly,LOF_anomaly,DBSCAN_anomaly,IF_score,LOF_score,ensemble_votes,ensemble_score,ensemble_majority,ensemble_unanimous,is_critical_error,is_high_frequency,is_rare_operation,is_night_hours,original_index,log_type,wf_principal_id,app_id,atype,browser,browser_version,device_os,device_os_version,uatype,asn,isp,country,frequency,log_timestamp,error_status,normalized_user_agent,operation,rw
12156,1,1,1,-0.6080904375882006,-2.5073504602641856,3,0.4173846660253034,1,1,0,0,0,0,127,ms_signin, user10,4b0964e4-58f1-47f4-a552-e2e1fc56dcd7,app,Edge,18.19045,Windows,10.0,11,7922.0,"Comcast Cable Communications, IP Services",US,2,2025-12-08 18:08:22.246613,1,mozilla/ windows nt applewebkit/ khtml like gecko chrome/ safari/ edge,,
13057,1,0,1,-0.6079497275166471,-1.5730116213604517,2,0.416308909360257,1,0,0,0,0,1,134,ms_graph,user11,6aa22f7e-b273-4c69-b0bb-889945b15ce9,app,Chrome,142.0.0,Mac,,11,147221.0,NIXI,,2,2025-12-08 07:42:12.955171,0,mozilla/ macintosh intel mac os x applewebkit/ khtml like gecko chrome/ safari,users,read
13123,1,0,1,-0.6079497275166471,-1.5730116213604517,2,0.416308909360257,1,0,0,0,0,1,135,ms_graph,user7,74658136-14ec-4630-ad9b-26e160ff0fc6,app,Firefox,146.0,Mac,10.15,11,147221.0,NIXI,,5,2025-12-08 07:42:12.955171,0,mozilla/ macintosh intel mac os x rv gecko/ firefox,groups,read
12921,1,0,1,-0.607530098906699,-1.1345312847508886,2,0.4151043967390022,1,0,0,0,0,1,140,ms_signin, user10,0dc2408a-bbc0-4238-871e-13b372f0200f,app,Edge,18.19045,Windows,10.0,11,7922.0,"Comcast Cable Communications, IP Services",US,1,2025-12-08 18:08:22.246613,1,mozilla/ windows nt applewebkit/ khtml like gecko chrome/ safari/ edge,,
7125,1,0,1,-0.6072629822530381,-1.7403892466133637,2,0.4150928629263993,1,0,1,0,0,1,142,ms_graph,user7,74658136-14ec-4630-ad9b-26e160ff0fc6,app,,,,,0,8075.0,Microsoft Limited,,2,2025-12-08 07:42:12.955171,0,,applications,read
6482,1,1,1,-0.6060109071574917,-2.8059152422662903,3,0.4135246304769424,1,1,0,0,0,0,151,ms_graph,user7,74658136-14ec-4630-ad9b-26e160ff0fc6,app,Firefox,146.0,Mac,10.15,11,147221.0,NIXI,,4,2025-12-08 07:42:12.955171,0,mozilla/ macintosh intel mac os x rv gecko/ firefox,$batch,write
1765,1,1,1,-0.6054865082924843,-2.08394255495815,3,0.4118708844460818,1,1,0,0,0,0,175,ms_graph,user11,6aa22f7e-b273-4c69-b0bb-889945b15ce9,app,Chrome,142.0.0,Mac,,11,147221.0,NIXI,,2,2025-12-08 07:42:12.955171,0,mozilla/ macintosh intel mac os x applewebkit/ khtml like gecko chrome/ safari,directoryobjects/*,read
2072,1,0,1,-0.6053862996304323,-1.7052344029649964,2,0.41134942354671267,1,0,1,0,0,0,180,ms_signin, user10,6f7e0f60-9401-4f5b-98e2-cf15bd5fd5e3,app,Edge,18.19045,Windows,10.0,11,7922.0,"Comcast Cable Communications, IP Services",US,2,2025-12-08 17:56:44.933565,1,mozilla/ windows nt applewebkit/ khtml like gecko chrome/ safari/ edge,,
6463,1,1,1,-0.6042416982474611,-3.9800539199009353,3,0.41102581825252216,1,1,1,0,0,0,181,ms_graph,user11,74658136-14ec-4630-ad9b-26e160ff0fc6,app,Chrome,142.0.0,Mac,,11,147221.0,NIXI,,1,2025-12-08 07:42:12.955171,0,mozilla/ macintosh intel mac os x applewebkit/ khtml like gecko chrome/ safari,$batch,write
14098,1,0,1,-0.6050336959259128,-1.4971421320292913,2,0.41047413942848204,1,0,1,0,0,0,184,ms_signin,user3,ca7c7752-d6d5-409a-a0f6-57d6e4669342,app,Firefox,145.0,Mac,10.15,11,17762.0,Tata Teleservices (Maharashtra) Ltd,IN,1,2025-12-08 09:52:34.446522,0,mozilla/ macintosh intel mac os x rv gecko/ firefox,,
13772,1,0,1,-0.6048512831846612,-1.4803906581555857,2,0.4100988996213167,1,0,1,0,0,0,190,ms_graph,user2,29755f04-66af-4ac3-8354-58ec8d1b3717,app,Teams Middle Tier,1.0,,,7,8075.0,Microsoft Corporation,,1,2025-12-08 05:39:53.96336,0,teamsmiddletier,me,read
2261,1,0,1,-0.6048500469522712,-1.3673321080071845,2,0.40999997348787026,1,0,1,0,0,0,191,sharepoint,user2,user2,user,Chrome,143.0.0,Mac,,11,17762.0,Tata Teleservices (Maharashtra) Ltd,,2,2025-12-08 05:39:53.96336,0,mozilla/ macintosh intel mac os x applewebkit/ khtml like gecko chrome/ safari,SiteAccessWithCustomScripts,
9977,1,1,1,-0.6043495537222002,-1.9132565491035105,3,0.4094755064783078,1,1,0,0,0,0,195,ms_signin,user2,4354e225-50c9-4423-9ece-2d5afd904870,app,Node Fetch,1.0,,,7,17762.0,Tata Teleservices (Maharashtra) Ltd,IN,2,2025-12-08 05:39:53.96336,0,node-fetch/ https github.com/bitinn/node-fetch,,
12945,1,0,1,-0.6045040723479677,-1.2161188723043186,2,0.409186344995356,1,0,0,0,0,1,198,sharepoint,user2,user2,user,Chrome,143.0.0,Mac,,11,17762.0,Tata Teleservices (Maharashtra) Ltd,,5,2025-12-08 05:39:53.96336,0,mozilla/ macintosh intel mac os x applewebkit/ khtml like gecko chrome/ safari,PageViewed,read
2265,1,0,1,-0.6041968342012528,-1.5760882848128144,2,0.4088855896074188,1,0,1,0,0,0,203,ms_graph,user2,9199bf20-a13f-4107-85dc-02114787ef48,app,Chrome,143.0.0,Mac,,11,17762.0,Tata Teleservices (Maharashtra) Ltd,,1,2025-12-08 05:39:53.96336,0,mozilla/ macintosh intel mac os x applewebkit/ khtml like gecko chrome/ safari,users,read
4388,1,0,1,-0.6030699688831967,-1.7467980399709937,2,0.4068015099661653,1,0,1,0,0,1,223,ms_graph,user2,2821b473-fe24-4c86-ba16-62834d6e80c3,app,Chrome,143.0.0,Mac,,11,17762.0,Tata Teleservices (Maharashtra) Ltd,,1,2025-12-08 05:39:53.96336,0,mozilla/ macintosh intel mac os x applewebkit/ khtml like gecko chrome/ safari,me,read
8385,1,0,1,-0.6028013816121006,-1.132655573987313,2,0.40574596313680233,1,0,1,0,0,0,230,ms_graph,user2,b425ddaa-ac15-4f3c-9249-94e4b5d52661,app,,,,,0,8075.0,Microsoft Corporation,,1,2025-12-08 05:39:53.96336,1,,serviceprincipals,read
1752,1,0,1,-0.6025875305152293,-1.0863913713434539,2,0.4052833303903916,1,0,0,1,0,0,237,ms_graph,user2,2821b473-fe24-4c86-ba16-62834d6e80c3,app,Chrome,143.0.0,Mac,,11,17762.0,Tata Teleservices (Maharashtra) Ltd,,1,2025-12-08 05:39:53.96336,0,mozilla/ macintosh intel mac os x applewebkit/ khtml like gecko chrome/ safari,me/drive,read
6444,1,1,1,-0.6007345386014563,-4.114306657047844,3,0.4042006787397452,1,1,1,0,0,0,242,ms_signin,user2,bb893c22-978d-4cd4-a6f7-bb6cc0d6e6ce,app,,,,,0,17488.0,HATHWAY CABLE AND DATACOM LIMITED,IN,1,2025-12-08 05:39:53.96336,0,,,
13320,1,0,1,-0.6019308134188441,-1.183825697203293,2,0.40406701443839366,1,0,0,0,0,0,243,ms_signin,user2,84e48cbf-2e2d-483a-80a2-f392f6c91e2d,app,,,,,0,17762.0,Tata Teleservices (Maharashtra) Ltd,IN,19,2025-12-08 05:39:53.96336,0,,,
3198,1,1,1,-0.6007604267450889,-3.7499845546510318,3,0.40394100531110794,1,1,0,1,0,0,244,ms_signin,user2,74658136-14ec-4630-ad9b-26e160ff0fc6,app,,,,,0,17762.0,Tata Teleservices (Maharashtra) Ltd,IN,1,2025-12-08 05:39:53.96336,0,,,
11513,1,0,1,-0.6011450009833811,-1.2220302775651943,2,0.40254470979640933,1,0,1,0,0,0,255,ms_signin_int,user2,user2,user,Chrome,143.0.0,Mac,,11,17762.0,Tata Teleservices (Maharashtra) Ltd,IN,1,2025-12-08 05:39:53.96336,0,mozilla/ macintosh intel mac os x applewebkit/ khtml like gecko chrome/ safari,,
3496,1,0,1,-0.6008895081229229,-1.4073074302774027,2,0.4021972682313412,1,0,0,0,0,0,261,ms_graph,user2,b425ddaa-ac15-4f3c-9249-94e4b5d52661,app,,,,,0,8075.0,Microsoft Corporation,,2,2025-12-08 05:39:53.96336,0,,users/*/getmembergroups,write
13643,1,0,1,-0.6006376781445423,-1.0663111613960459,2,0.4014079723056087,1,0,0,0,0,1,271,ms_signin,user2,74658136-14ec-4630-ad9b-26e160ff0fc6,app,Chrome,143.0.0,Mac,,11,17762.0,Tata Teleservices (Maharashtra) Ltd,IN,4,2025-12-08 04:47:48.789399,0,mozilla/ macintosh intel mac os x applewebkit/ khtml like gecko chrome/ safari,,
5523,1,0,1,-0.5998094022756727,-1.3588526676453436,2,0.4000186858795717,1,0,0,0,0,0,282,ms_graph,user2,74658136-14ec-4630-ad9b-26e160ff0fc6,app,Chrome,143.0.0,Mac,,11,17762.0,Tata Teleservices (Maharashtra) Ltd,,1,2025-12-08 04:47:48.789399,0,mozilla/ macintosh intel mac os x applewebkit/ khtml like gecko chrome/ safari,rolemanagement/directory/transitiveroleassignments,read
3138,1,1,1,-0.5990100660851048,-2.2386126484976674,3,0.3991877735734334,1,1,0,0,0,0,286,ms_graph,user2,5ec6fa7d-8684-401e-ace0-99563934eb3b,app,Kiota .NET Client,1.17.1,,,7,8075.0,Microsoft Limited,,1,2025-12-08 04:47:48.789399,0,kiota-dotnet,security/securescores,read
3146,1,1,1,-0.5990100660851048,-2.2386126484976674,3,0.3991877735734334,1,1,0,0,0,0,287,ms_graph,user2,74658136-14ec-4630-ad9b-26e160ff0fc6,app,Chrome,143.0.0,Mac,,11,17762.0,Tata Teleservices (Maharashtra) Ltd,,1,2025-12-08 04:47:48.789399,0,mozilla/ macintosh intel mac os x applewebkit/ khtml like gecko chrome/ safari,applications/$count,read
3517,1,0,1,-0.5991880836459261,-1.3482280750820028,2,0.39878020030308414,1,0,0,0,0,0,292,ms_graph,user2,74658136-14ec-4630-ad9b-26e160ff0fc6,app,Chrome,143.0.0,Mac,,11,17762.0,Tata Teleservices (Maharashtra) Ltd,,1,2025-12-08 04:47:48.789399,1,mozilla/ macintosh intel mac os x applewebkit/ khtml like gecko chrome/ safari,identity,read
12076,1,1,1,-0.5983010917154526,-2.9734343165633623,3,0.3984119775211692,1,1,0,0,0,0,298,ms_signin,user7,74658136-14ec-4630-ad9b-26e160ff0fc6,app,,,,,0,147221.0,NIXI,IN,4,2025-12-08 06:14:50.946839,0,,,
4805,1,0,1,-0.5987479961018509,-1.3480016866973812,2,0.39790919471739894,1,0,0,0,0,0,303,ms_graph,user7,74658136-14ec-4630-ad9b-26e160ff0fc6,app,Firefox,146.0,Mac,10.15,11,147221.0,NIXI,,5,2025-12-08 06:14:50.946839,0,mozilla/ macintosh intel mac os x rv gecko/ firefox,users,read
9043,1,0,1,-0.5986976041683802,-1.4310594476781264,2,0.3978803613289739,1,0,1,0,0,0,304,ms_graph,user7,74658136-14ec-4630-ad9b-26e160ff0fc6,app,Firefox,146.0,Mac,10.15,11,147221.0,NIXI,,1,2025-12-08 06:14:50.946839,1,mozilla/ macintosh intel mac os x rv gecko/ firefox,directory/customsecurityattributedefinitions,read
9534,1,0,1,-0.5985221349074815,-1.03764237908136,2,0.3971974283290062,1,0,1,0,0,0,312,exchange,user16,a3883eba-fbe9-48bd-9ed3-dca3e0e84250,app,,,,,0,0.0,Microsoft Corporation,,1,2025-12-08 02:47:49.94076,0,,MailItemsAccessed,read
5138,1,0,1,-0.5983341004508947,-1.1627433013676147,2,0.39693211625917024,1,0,0,0,0,0,316,ms_graph,user11,f9885e6e-6f74-46b3-b595-350157a27541,app,Chrome,142.0.0,Mac,,11,147221.0,NIXI,,3,2025-12-08 07:58:48.560997,0,mozilla/ macintosh intel mac os x applewebkit/ khtml like gecko chrome/ safari,users/*/approleassignments/$count,read
7165,1,1,1,-0.5978101229566973,-1.8707035746409746,3,0.39649945570315986,1,1,0,0,1,0,322,ms_signin, user10,0dc2408a-bbc0-4238-871e-13b372f0200f,app,Edge,18.19045,Windows,10.0,11,7922.0,"Comcast Cable Communications, IP Services",US,1,2025-12-08 00:28:48.727784,1,mozilla/ windows nt applewebkit/ khtml like gecko chrome/ safari/ edge,,
2107,1,0,1,-0.5981033766894808,-0.997960198078215,2,0.3963349575137304,1,0,0,0,1,0,326,ms_signin, user10,268761a2-03f3-40df-8a8b-c3db24145b6b,app,Edge,18.19045,Windows,10.0,11,7922.0,"Comcast Cable Communications, IP Services",US,2,2025-12-08 00:28:48.727784,1,mozilla/ windows nt applewebkit/ khtml like gecko chrome/ safari/ edge,,
3246,1,1,1,-0.5969797304161983,-1.9244302084736695,3,0.3949021852198862,1,1,0,1,0,0,344,ms_graph,user11,f9885e6e-6f74-46b3-b595-350157a27541,app,Chrome,142.0.0,Mac,,11,147221.0,NIXI,,1,2025-12-08 07:58:48.560997,0,mozilla/ macintosh intel mac os x applewebkit/ khtml like gecko chrome/ safari,subscribedskus,read
667,1,0,1,-0.5968365816922637,-1.2920268017442662,2,0.3940792636189731,1,0,0,0,0,1,359,ms_signin, user10,6f7e0f60-9401-4f5b-98e2-cf15bd5fd5e3,app,Edge,18.19045,Windows,10.0,11,7922.0,"Comcast Cable Communications, IP Services",US,2,2025-12-08 00:38:38.141906,1,mozilla/ windows nt applewebkit/ khtml like gecko chrome/ safari/ edge,,
2120,1,0,1,-0.5960873100448771,-1.2677118405063053,2,0.3925759113063102,1,0,1,0,0,0,374,ms_graph,user11,4c5c5731-bed6-4b3f-ac87-92e1cd10a3e8,app,O365AdminPortal,,,,4,8075.0,Microsoft Corporation,,1,2025-12-08 07:13:35.805033,0,,directory/subscriptions,read
15236,1,0,1,-0.5951391331243001,-1.4969554807857637,2,0.3908953575771171,1,0,1,0,0,0,399,ms_graph,user2,ca7c7752-d6d5-409a-a0f6-57d6e4669342,app,,,,,0,8075.0,Microsoft Corporation,,1,2025-12-08 09:41:44.551189,1,,me/photos/*/$value,read
4895,1,0,1,-0.595170442695035,-1.1603898885908408,2,0.39067009803915703,1,0,0,0,0,0,402,ms_graph,user2,74658136-14ec-4630-ad9b-26e160ff0fc6,app,Chrome,143.0.0,Mac,,11,17762.0,Tata Teleservices (Maharashtra) Ltd,,1,2025-12-08 09:41:44.551189,0,mozilla/ macintosh intel mac os x applewebkit/ khtml like gecko chrome/ safari,groups/$count,read
12274,1,1,1,-0.5941607021482084,-2.7835176906688344,3,0.39005721579130687,1,1,0,0,0,0,413,ms_graph,user2,62ab86f5-fe17-43c6-aaa5-cd52060b5260,app,Chrome,143.0.0,Mac,,11,17762.0,Tata Teleservices (Maharashtra) Ltd,,6,2025-12-08 09:41:44.551189,0,mozilla/ macintosh intel mac os x applewebkit/ khtml like gecko chrome/ safari,unknown,read
1756,1,0,1,-0.5943879437135328,-1.33883247883361,2,0.38927402372347897,1,0,0,0,0,0,427,ms_signin,user2,74658136-14ec-4630-ad9b-26e160ff0fc6,app,Chrome,143.0.0,Mac,,11,17762.0,Tata Teleservices (Maharashtra) Ltd,IN,1,2025-12-08 09:41:44.551189,0,mozilla/ macintosh intel mac os x applewebkit/ khtml like gecko chrome/ safari,,
6421,1,0,1,-0.5937598233660436,-1.251019252375928,2,0.38795620950115484,1,0,1,0,0,0,448,ms_signin_int,user2,user2,user,Chrome,143.0.0,Mac,,11,17762.0,Tata Teleservices (Maharashtra) Ltd,IN,1,2025-12-08 04:56:50.151041,1,mozilla/ macintosh intel mac os x applewebkit/ khtml like gecko chrome/ safari,,
11715,1,0,1,-0.5934082102868273,-1.2364362379126335,2,0.38724801917318136,1,0,0,0,0,1,453,ms_signin,user3,ca7c7752-d6d5-409a-a0f6-57d6e4669342,app,Firefox,145.0,Mac,10.15,11,17762.0,Tata Teleservices (Maharashtra) Ltd,IN,1,2025-12-08 06:41:12.777697,0,mozilla/ macintosh intel mac os x rv gecko/ firefox,,
4116,1,0,1,-0.5931948032538515,-1.3378705765722072,2,0.38691230555864065,1,0,0,0,0,0,457,ms_signin,user3,62ab86f5-fe17-43c6-aaa5-cd52060b5260,app,Firefox,145.0,Mac,10.15,11,17762.0,Tata Teleservices (Maharashtra) Ltd,IN,2,2025-12-08 06:41:12.777697,0,mozilla/ macintosh intel mac os x rv gecko/ firefox,,
12085,0,1,1,-0.5921156750022596,-2.5825774283900897,2,0.3858391937092312,1,0,0,0,0,0,478,ms_graph,user11,74658136-14ec-4630-ad9b-26e160ff0fc6,app,Chrome,142.0.0,Mac,,11,147221.0,NIXI,,1,2025-12-08 06:56:48.924152,1,mozilla/ macintosh intel mac os x applewebkit/ khtml like gecko chrome/ safari,identity,read
12148,0,1,1,-0.5852889697752682,-5.67431898112538,2,0.37496939624403974,1,0,0,1,0,0,599,ms_graph,user11,4c5c5731-bed6-4b3f-ac87-92e1cd10a3e8,app,O365AdminPortal,,,,4,8075.0,Microsoft Corporation,,3,2025-12-08 06:56:48.924152,0,,serviceprincipals,read
12550,0,1,1,-0.5832538659824202,-2.5960863846363433,2,0.36831563530328126,1,0,0,1,0,0,679,ms_graph,user2,f9885e6e-6f74-46b3-b595-350157a27541,app,Chrome,143.0.0,Mac,,11,17762.0,Tata Teleservices (Maharashtra) Ltd,,1,2025-12-08 05:59:07.140401,0,mozilla/ macintosh intel mac os x applewebkit/ khtml like gecko chrome/ safari,me,read
12605,0,1,1,-0.5817723504261377,-2.303133903136861,2,0.365134128095708,1,0,0,1,0,0,714,ms_graph,user2,f9885e6e-6f74-46b3-b595-350157a27541,app,Chrome,143.0.0,Mac,,11,17762.0,Tata Teleservices (Maharashtra) Ltd,,1,2025-12-08 05:59:07.140401,1,mozilla/ macintosh intel mac os x applewebkit/ khtml like gecko chrome/ safari,users/*/photo/$value,read
3519,0,1,1,-0.5805865254105396,-2.167139978615374,2,0.36267165387146355,1,0,0,0,0,0,728,ms_signin,user2,d6949b98-b305-43dc-a291-4c6cff67f88e,app,,,,,0,17762.0,Tata Teleservices (Maharashtra) Ltd,IN,1,2025-12-08 05:59:07.140401,0,,,
7055,0,1,1,-0.5803745239862406,-1.9793384661568858,2,0.3620918984339508,1,0,0,0,0,0,732,ms_signin, user10,0dc2408a-bbc0-4238-871e-13b372f0200f,app,Edge,18.19045,Windows,10.0,11,7922.0,"Comcast Cable Communications, IP Services",US,1,2025-12-08 19:30:45.189277,1,mozilla/ windows nt applewebkit/ khtml like gecko chrome/ safari/ edge,,
12086,0,1,1,-0.5794379292862544,-2.541766264007431,2,0.36071858972817855,1,0,0,0,0,0,760,ms_graph,,d60c33e1-c026-4f42-a243-213222885d01,app,,,,,0,8075.0,Microsoft Limited,,1,2025-12-08 15:57:35.602973,1,,domains,read
6358,0,1,1,-0.5794145029025353,-1.79665060172028,2,0.36003638130668236,1,0,1,0,0,0,768,ms_signin,user7,ca7c7752-d6d5-409a-a0f6-57d6e4669342,app,Firefox,146.0,Mac,10.15,11,131442.0,Dna Dhanraj Telecom Private Limited,IN,1,2025-12-08 14:56:35.604843,0,mozilla/ macintosh intel mac os x rv gecko/ firefox,,
7630,0,1,1,-0.5785815149589258,-1.9094540012907475,2,0.35848438915186176,1,0,0,0,0,0,786,ms_signin,user2,330c1d6f-75ad-45b5-a067-8beee48c6f9e,app,,,,,0,17762.0,Tata Teleservices (Maharashtra) Ltd,IN,3,2025-12-08 11:38:47.760184,0,,,
12063,0,1,1,-0.5741544088637559,-2.5272070516925096,2,0.35025152946487703,1,0,0,0,0,0,926,ms_signin,user2,9057c255-b882-4520-8cd1-8abe3148497c,app,,,,,0,17762.0,Tata Teleservices (Maharashtra) Ltd,IN,1,2025-12-08 10:52:36.80638,0,,,
3189,0,1,1,-0.5706137929423458,-5.667377888154118,2,0.34592532807237825,1,0,0,0,0,0,1005,ms_signin_int,user2,user2,user,Chrome,143.0.0,Mac,,11,147221.0,NIXI,IN,1,2025-12-09 11:49:19.947348,0,mozilla/ macintosh intel mac os x applewebkit/ khtml like gecko chrome/ safari,,
7998,0,1,1,-0.5710385540894818,-3.4557581264712245,2,0.3448784995447926,1,0,0,0,0,0,1023,ms_graph,user3,62ab86f5-fe17-43c6-aaa5-cd52060b5260,app,Firefox,145.0,Mac,10.15,11,17762.0,Tata Teleservices (Maharashtra) Ltd,,3,2025-12-09 11:06:22.14033,0,mozilla/ macintosh intel mac os x rv gecko/ firefox,rolemanagement,write
3970,0,1,1,-0.5690497802517414,-2.077570048507569,2,0.3397671677347306,1,0,0,0,0,1,1097,ms_graph,user3,62ab86f5-fe17-43c6-aaa5-cd52060b5260,app,Firefox,145.0,Mac,10.15,11,17762.0,Tata Teleservices (Maharashtra) Ltd,,6,2025-12-09 11:06:22.14033,0,mozilla/ macintosh intel mac os x rv gecko/ firefox,serviceprincipals/*/approleassignments,read
3179,0,1,1,-0.5639129782488798,-2.5004425500367677,2,0.3299637109160766,1,0,0,0,0,0,1448,ms_signin,user5,29755f04-66af-4ac3-8354-58ec8d1b3717,app,,,,,0,17762.0,Tata Teleservices (Maharashtra) Ltd,IN,6,2025-12-09 09:51:08.943756,0,,,
